,name,Website,Type,Size,address3,city,state,zip,Public/Private,For-Profit/NFP,Primarily_Associates?
1550,New Jersey City University,www.njcu.edu,"4-year, Public",8151.0,2039 Kennedy Blvd,Jersey City,New Jersey,07305,Public,NFP,No
1551,New Jersey Institute of Technology,www.njit.edu,"4-year, Public",8398.0,University Heights,Newark,New Jersey,07102,Public,NFP,No
1552,New Life Theological Seminary,www.nlts.edu,"4-year, Private not-for-profit",85.0,3117 Whiting Ave,Charlotte,North Carolina,28205-1648,Private,NFP,No
1553,New Mexico Highlands University,www.nmhu.edu,"4-year, Public",3524.0,University Ave,Las Vegas,New Mexico,87701,Public,NFP,No
1554,New Mexico Institute of Mining and Technology,www.nmt.edu,"4-year, Public",1767.0,801 Leroy Place,Socorro,New Mexico,87801,Public,NFP,No
1555,New Mexico State University-Main Campus,www.nmsu.edu/,"4-year, Public",17239.0,2850 Weddell Street,Las Cruces,New Mexico,88003-8001,Public,NFP,No
1556,New Orleans Baptist Theological Seminary,www.nobts.edu,"4-year, Private not-for-profit",2742.0,3939 Gentilly Blvd,New Orleans,Louisiana,70126,Private,NFP,No
1557,New Saint Andrews College,nsa.edu,"4-year, Private not-for-profit",173.0,405 S. Main Street,Moscow,Idaho,83843,Private,NFP,No
1558,New York Academy of Art,www.nyaa.edu,"4-year, Private not-for-profit",105.0,111 Franklin St,New York,New York,10013-2911,Private,NFP,No
1559,New York Chiropractic College,www.nycc.edu,"4-year, Private not-for-profit",842.0,2360 State Route 89,Seneca Falls,New York,13148-0800,Private,NFP,No
1560,New York College of Health Professions,www.nycollege.edu,"4-year, primarily associate's, Private not-for-profit",820.0,6801 Jericho Tpk,Syosset,New York,11791-4413,Private,NFP,Yes
1561,New York College of Podiatric Medicine,www.nycpm.edu,"4-year, Private not-for-profit",344.0,53 East 124 Street,New York,New York,10035-1940,Private,NFP,No
1562,New York College of Traditional Chinese Medicine,www.nyctcm.edu,"4-year, Private not-for-profit",129.0,155 First St,Mineola,New York,11501,Private,NFP,No
1563,New York Institute of Technology-Manhattan Campus,www.nyit.edu,"4-year, Private not-for-profit",2758.0,1855 Broadway,New York,New York,10023-7692,Private,NFP,No
1564,New York Institute of Technology-Old Westbury,www.nyit.edu,"4-year, Private not-for-profit",9073.0,Northern Blvd,Old Westbury,New York,11568-8000,Private,NFP,No
1565,New York Law School,www.nyls.edu,"4-year, Private not-for-profit",1655.0,57 Worth Street,New York,New York,10013-2960,Private,NFP,No
1566,New York Medical College,WWW.NYMC.EDU,"4-year, Private not-for-profit",1414.0,Administration Building,Valhalla,New York,10595,Private,NFP,No
1567,New York School of Interior Design,www.nysid.edu,"4-year, primarily associate's, Private not-for-profit",628.0,170 East 70th Street,New York,New York,10021,Private,NFP,Yes
1568,New York University,www.nyu.edu,"4-year, Private not-for-profit",42189.0,70 Washington Sq South,New York,New York,10012-1091,Private,NFP,No
1569,Newberry College,www.newberry.edu,"4-year, Private not-for-profit",973.0,2100 College St,Newberry,South Carolina,29108,Private,NFP,No
1570,Newbury College-Brookline,www.newbury.edu,"4-year, Private not-for-profit",1058.0,129 Fisher Ave,Brookline,Massachusetts,02445,Private,NFP,No
1571,Newman University,www.newmanu.edu,"4-year, Private not-for-profit",2435.0,3100 McCormick Ave,Wichita,Kansas,67213-2097,Private,NFP,No
1572,Newschool of Architecture and Design,www.newschoolarch.edu,"4-year, Private for-profit",509.0,1249 F St,San Diego,California,92101,Private,For-Profit,No
1573,Niagara University,www.niagara.edu,"4-year, Private not-for-profit",4254.0,Niagara University,,New York,14109,Private,NFP,No
1574,Nicholls State University,www.nicholls.edu,"4-year, Public",6916.0,University Station  La Hwy 1,Thibodaux,Louisiana,70310,Public,NFP,No
1575,Nichols College,www.nichols.edu,"4-year, Private not-for-profit",1532.0,Center Rd,Dudley,Massachusetts,01571-5000,Private,NFP,No
1576,Norfolk State University,www.nsu.edu,"4-year, Public",6325.0,700 Park Ave,Norfolk,Virginia,23504-8000,Public,NFP,No
1577,North Carolina A & T State University,www.ncat.edu,"4-year, Public",10388.0,1601 E Market  St,Greensboro,North Carolina,27411,Public,NFP,No
1578,North Carolina Central University,www.nccu.edu,"4-year, Public",8035.0,1801 Fayetteville Street,Durham,North Carolina,27707,Public,NFP,No
1579,North Carolina State University at Raleigh,www.ncsu.edu,"4-year, Public",32872.0,2101 Hillsborough Street,Raleigh,North Carolina,27695-7001,Public,NFP,No
1580,North Carolina Wesleyan College,www.ncwc.edu,"4-year, Private not-for-profit",1506.0,3400 N Wesleyan Blvd,Rocky Mount,North Carolina,27804,Private,NFP,No
1581,North Central College,northcentralcollege.edu,"4-year, Private not-for-profit",2726.0,30 N Brainard St,Naperville,Illinois,60540,Private,NFP,No
1582,North Central University,www.northcentral.edu,"4-year, Private not-for-profit",1094.0,910 Elliot Ave,Minneapolis,Minnesota,55404-1391,Private,NFP,No
1583,North Dakota State University-Main Campus,www.ndsu.nodak.edu,"4-year, Public",13230.0,1301  12th Avenue North,Fargo,North Dakota,58108-6050,Public,NFP,No
1584,North Georgia College & State University,www.ngcsu.edu,"4-year, Public",5500.0,82 College Circle,Dahlonega,Georgia,30597-1001,Public,NFP,No
1585,North Greenville University,www.ngu.edu,"4-year, Private not-for-profit",2160.0,7801 N. Tigerville Road,Tigerville,South Carolina,29688-1892,Private,NFP,No
1586,North Park University,www.northpark.edu,"4-year, Private not-for-profit",3244.0,3225 W Foster Ave,Chicago,Illinois,60625-4895,Private,NFP,No
1587,Northcentral University,www.ncu.edu,"4-year, Private for-profit",7468.0,10000 E. University Dr,Prescott Valley,Arizona,86314,Private,For-Profit,No
1588,Northeastern Illinois University,www.neiu.edu/,"4-year, Public",12320.0,5500 N Saint Louis Ave,Chicago,Illinois,60625-4699,Public,NFP,No
1589,Northeastern Ohio Universities Colleges of Medicine and Pharmacy,www.neoucom.edu,"4-year, Public",602.0,4209 State Route 44,Rootstown,Ohio,44272-0095,Public,NFP,No
1590,Northeastern Seminary,www.nes.edu/,"4-year, Private not-for-profit",112.0,2265 Westside Dr,Rochester,New York,14624,Private,NFP,No
1591,Northeastern State University,www.nsuok.edu,"4-year, Public",8771.0,600 N Grand,Tahlequah,Oklahoma,74464-2399,Public,NFP,No
1592,Northeastern University,www.northeastern.edu,"4-year, Private not-for-profit",25837.0,360 Huntington Ave,Boston,Massachusetts,02115-5000,Private,NFP,No
1593,Northern Arizona University,home.nau.edu/,"4-year, Public",22502.0,"Knoles Drive, Babbitt Administrative Center",Flagstaff,Arizona,86011-4132,Public,NFP,No
1594,Northern Illinois University,www.niu.edu,"4-year, Public",24397.0,1425 W. Lincoln Hwy.,Dekalb,Illinois,60115-2825,Public,NFP,No
1595,Northern Kentucky University,www.nku.edu,"4-year, Public",15082.0,Nunn Drive,Highland Heights,Kentucky,41099,Public,NFP,No
1596,Northern Marianas College,www.nmcnet.edu/,"4-year, primarily associate's, Public",791.0,As Terlaje Campus,Saipan,Northern Marianas,96950-1250,Public,NFP,Yes
1597,Northern Michigan University,www.nmu.edu,"4-year, Public",9347.0,1401 Presque Isle Avenue,Marquette,Michigan,49855,Public,NFP,No
1598,Northern New Mexico College,nnmc.edu,"4-year, primarily associate's, Public",2139.0,921 Paseo de Onate,Espanola,New Mexico,87532,Public,NFP,Yes
1599,Northern State University,www.northern.edu,"4-year, Public",2927.0,1200 S Jay St,Aberdeen,South Dakota,57401-7198,Public,NFP,No
1600,Northland Baptist Bible College,www.nbbc.edu,"4-year, Private not-for-profit",592.0,W10085 Pike Plains Rd,Dunbar,Wisconsin,54119-9285,Private,NFP,No
1601,Northland College,www.northland.edu,"4-year, Private not-for-profit",677.0,1411 Ellis Avenue,Ashland,Wisconsin,54806-3999,Private,NFP,No
1602,NorthShore University HealthSystems School of Nurse Anesthesia,www.northshore.org/academics/anesthesia,"4-year, Private not-for-profit",57.0,"2650 Ridge Ave, Rm G603C",Evanston,Illinois,60201-1718,Private,NFP,No
1603,Northwest Baptist Seminary,www.nbs.edu,"4-year, Private not-for-profit",78.0,4301 N Stevens,Tacoma,Washington,98407-6699,Private,NFP,No
1604,Northwest Christian University,www.northwestchristian.edu/,"4-year, Private not-for-profit",534.0,828 East 11th Avenue,Eugene,Oregon,97401-3745,Private,NFP,No
1605,Northwest College of Art,www.NCA.edu,"4-year, Private for-profit",78.0,16301 Creative Dr NE,Poulsbo,Washington,98370,Private,For-Profit,No
1606,Northwest Florida State College,www.owc.edu,"4-year, primarily associate's, Public",7463.0,100 College Blvd,Niceville,Florida,32578-1295,Public,NFP,Yes
1607,Northwest Indian College,www.nwic.edu,"4-year, primarily associate's, Public",554.0,2522 Kwina Rd,Bellingham,Washington,98226-9217,Public,NFP,Yes
1608,Northwest Missouri State University,www.nwmissouri.edu,"4-year, Public",6687.0,800 University Drive,Maryville,Missouri,64468-6001,Public,NFP,No
1609,Northwest Nazarene University,www.nnu.edu,"4-year, Private not-for-profit",1939.0,623 Holly St,Nampa,Idaho,83686-5897,Private,NFP,No
1610,Northwest University,www.northwestu.edu,"4-year, Private not-for-profit",1246.0,5520 108th Ave NE,Kirkland,Washington,98083-0579,Private,NFP,No
1611,Northwestern College,www.nwciowa.edu/,"4-year, Private not-for-profit",1226.0,101 Seventh St SW,Orange City,Iowa,51041,Private,NFP,No
1612,Northwestern College,www.nwc.edu,"4-year, Private not-for-profit",3023.0,3003 Snelling Ave N,Saint Paul,Minnesota,55113-1598,Private,NFP,No
1613,Northwestern Health Sciences University,www.nwhealth.edu/,"4-year, Private not-for-profit",877.0,2501 W 84th St,Bloomington,Minnesota,55431,Private,NFP,No
1614,Northwestern Oklahoma State University,www.nwosu.edu,"4-year, Public",2074.0,709 Oklahoma Blvd,Alva,Oklahoma,73717-2799,Public,NFP,No
1615,Northwestern Polytechnic University,www.npu.edu,"4-year, Private not-for-profit",1107.0,47671 Westinghouse Drive,Fremont,California,94539,Private,NFP,No
1616,Northwestern State University of Louisiana,www.nsula.edu/,"4-year, Public",9111.0,College Ave,Natchitoches,Louisiana,71497-0002,Public,NFP,No
1617,Northwestern University,www.northwestern.edu,"4-year, Private not-for-profit",19291.0,633 Clark St,Evanston,Illinois,60208,Private,NFP,No
1618,Northwood University,www.northwood.edu,"4-year, Private not-for-profit",885.0,1114 W FM 1382,Cedar Hill,Texas,75104-1204,Private,NFP,No
1619,Northwood University,www.northwood.edu,"4-year, Private not-for-profit",3941.0,4000 Whiting Dr,Midland,Michigan,48640-2398,Private,NFP,No
1620,Northwood University-Florida Education Center,www.northwood.edu,"4-year, Private not-for-profit",773.0,2600 N Military Trail,West Palm Beach,Florida,33409-2911,Private,NFP,No
1621,Norwich University,www.norwich.edu,"4-year, Private not-for-profit",3309.0,158 Harmon Drive,Northfield,Vermont,05663-1035,Private,NFP,No
1622,Nossi College of Art,www.nossi.com,"4-year, primarily associate's, Private for-profit",381.0,907 Rivergate Pky Bldg E6,Goodlettsville,Tennessee,37072-9928,Private,For-Profit,Yes
1623,Notre Dame College,www.notredamecollege.edu,"4-year, Private not-for-profit",1637.0,4545 College Rd,Cleveland,Ohio,44121-4293,Private,NFP,No
1624,Notre Dame de Namur University,www.ndnu.edu,"4-year, Private not-for-profit",1478.0,1500 Ralston Ave,Belmont,California,94002-1908,Private,NFP,No
1625,Notre Dame Seminary Graduate School of Theology,www.nds.edu,"4-year, Private not-for-profit",96.0,2901 South Carrollton Ave,New Orleans,Louisiana,70118-4391,Private,NFP,No
1626,Nova Southeastern University,www.nova.edu,"4-year, Private not-for-profit",28378.0,3301 College Ave,Fort Lauderdale,Florida,33314-7796,Private,NFP,No
1627,Nyack College,www.nyack.edu,"4-year, Private not-for-profit",3041.0,1 South Blvd,Nyack,New York,10960-3698,Private,NFP,No
1628,Oak Hills Christian College,www.oakhills.edu,"4-year, Private not-for-profit",142.0,1600 Oak Hills Rd SW,Bemidji,Minnesota,56601-8834,Private,NFP,No
1629,Oakland City University,www.oak.edu,"4-year, Private not-for-profit",1733.0,138 N Lucretia St,Oakland City,Indiana,47660-1099,Private,NFP,No
1630,Oakland University,www.oakland.edu,"4-year, Public",18175.0,Rochester Hills,,Michigan,48309-4401,Public,NFP,No
1631,Oakwood University,www.oakwood.edu,"4-year, Private not-for-profit",1865.0,7000 Adventist Blvd NW,Huntsville,Alabama,35896,Private,NFP,No
1632,Oberlin College,www.oberlin.edu,"4-year, Private not-for-profit",2864.0,70 N Professor St,Oberlin,Ohio,44074,Private,NFP,No
1633,Oblate School of Theology,www.ost.edu,"4-year, Private not-for-profit",173.0,285 Oblate Dr,San Antonio,Texas,78216-6693,Private,NFP,No
1634,Occidental College,www.oxy.edu,"4-year, Private not-for-profit",1868.0,1600 Campus Rd,Los Angeles,California,90041-3392,Private,NFP,No
1635,Oglala Lakota College,www.olc.edu,"4-year, primarily associate's, Public",1531.0,490 Piya Wiconi Road,Kyle,South Dakota,57752-0490,Public,NFP,Yes
1636,Oglethorpe University,www.oglethorpe.edu,"4-year, Private not-for-profit",1053.0,4484 Peachtree Rd NE,Atlanta,Georgia,30319-2797,Private,NFP,No
1637,Ohio Christian University,www.ohiochristian.edu,"4-year, Private not-for-profit",780.0,1476 Lancaster Pike,Circleville,Ohio,43113,Private,NFP,No
1638,Ohio College of Podiatric Medicine,www.ocpm.edu,"4-year, Private not-for-profit",386.0,6000 Rockside Woods Boulevard,Independence,Ohio,44131,Private,NFP,No
1639,Ohio Dominican University,www.ohiodominican.edu,"4-year, Private not-for-profit",3117.0,1216 Sunbury Road,Columbus,Ohio,43219,Private,NFP,No
1640,Ohio Northern University,www.onu.edu/,"4-year, Private not-for-profit",3721.0,525 S. Main St,Ada,Ohio,45810-1599,Private,NFP,No
1641,Ohio State University-Lima Campus,www.lima.ohio-state.edu,"4-year, Public",1409.0,4240 Campus Dr,Lima,Ohio,45804,Public,NFP,No
1642,Ohio State University-Main Campus,www.osu.edu,"4-year, Public",53715.0,190 N. Oval Mall,Columbus,Ohio,43210,Public,NFP,No
1643,Ohio State University-Mansfield Campus,www.mansfield.ohio-state.edu,"4-year, primarily associate's, Public",1545.0,1760 University Drive,Mansfield,Ohio,44906,Public,NFP,Yes
1644,Ohio State University-Marion Campus,www.marion.ohio-state.edu,"4-year, primarily associate's, Public",1673.0,1465 Mount Vernon Ave,Marion,Ohio,43302-5695,Public,NFP,Yes
1645,Ohio State University-Newark Campus,www.newark.osu.edu,"4-year, primarily associate's, Public",2472.0,1179 University Dr,Newark,Ohio,43055,Public,NFP,Yes
1646,Ohio University-Chillicothe Campus,www.chillicothe.ohiou.edu,"4-year, primarily associate's, Public",1978.0,101 University Drive,Chillicothe,Ohio,45601-0629,Public,NFP,Yes
1647,Ohio University-Eastern Campus,www.eastern.ohiou.edu,"4-year, primarily associate's, Public",774.0,45425 National Rd W,Saint Clairsville,Ohio,43950,Public,NFP,Yes
1648,Ohio University-Lancaster Campus,www.lancaster.ohiou.edu,"4-year, primarily associate's, Public",1868.0,1570 Granville Pike,Lancaster,Ohio,43130-1037,Public,NFP,Yes
1649,Ohio University-Main Campus,www.ohio.edu,"4-year, Public",21369.0,Athens,,Ohio,45701-2979,Public,NFP,No
1650,Ohio University-Southern Campus,www.southern.ohiou.edu/,"4-year, primarily associate's, Public",1831.0,1804 Liberty Ave,Ironton,Ohio,45638,Public,NFP,Yes
1651,Ohio University-Zanesville Campus,www.zanesville.ohiou.edu/,"4-year, primarily associate's, Public",1893.0,1425 Newark Rd,Zanesville,Ohio,43701,Public,NFP,Yes
1652,Ohio Valley University,www.ovu.edu,"4-year, Private not-for-profit",515.0,#1 Campus View Drive,Vienna,West Virginia,26105-8000,Private,NFP,No
1653,Ohio Wesleyan University,www.owu.edu/,"4-year, Private not-for-profit",1959.0,61 S Sandusky Street,Delaware,Ohio,43015-2370,Private,NFP,No
1654,Ohr Hameir Theological Seminary,,"4-year, Private not-for-profit",89.0,141 Furnace Woods Rd,Peekskill,New York,10566,Private,NFP,No
1655,Oklahoma Baptist University,www.okbu.edu,"4-year, Private not-for-profit",1769.0,500 W University,Shawnee,Oklahoma,74804,Private,NFP,No
1656,Oklahoma Christian University,www.oc.edu,"4-year, Private not-for-profit",2166.0,2501 E Memorial Rd,Edmond,Oklahoma,73013-1100,Private,NFP,No
1657,Oklahoma City University,www.okcu.edu,"4-year, Private not-for-profit",3884.0,2501 N Blackwelder,Oklahoma City,Oklahoma,73106-1402,Private,NFP,No
1658,Oklahoma Panhandle State University,www.opsu.edu,"4-year, Public",1223.0,323 Eagle Ave,Goodwell,Oklahoma,73939-0430,Public,NFP,No
1659,Oklahoma State University Center for Health Sciences,www.healthsciences.okstate.edu,"4-year, Public",68.0,1111 W 17th St,Tulsa,Oklahoma,74107-1898,Public,NFP,No
1660,Oklahoma State University Institute of Technology-Okmulgee,www.osu-okmulgee.edu/,"4-year, primarily associate's, Public",3558.0,1801 E 4th St,Okmulgee,Oklahoma,74447-3901,Public,NFP,Yes
1661,Oklahoma State University-Main Campus,pio.okstate.edu,"4-year, Public",22995.0,107 Whitehurst,Stillwater,Oklahoma,74078-1015,Public,NFP,No
1662,Oklahoma State University-Oklahoma City,www.osuokc.edu,"4-year, primarily associate's, Public",5871.0,900 N Portland,Oklahoma City,Oklahoma,73107-6195,Public,NFP,Yes
1663,Oklahoma Wesleyan University,www.okwu.edu,"4-year, Private not-for-profit",1021.0,2201 Silver Lake Rd,Bartlesville,Oklahoma,74006-6299,Private,NFP,No
1664,Old Dominion University,www.odu.edu,"4-year, Public",23086.0,5115 Hampton Blvd,Norfolk,Virginia,23529,Public,NFP,No
